Global ID	Label	Unnamed: 2	NYU40 Mapping	Unnamed: 4	Eigen Mapping	Unnamed: 6	RIO27 Mapping	Unnamed: 8	RIO7 Mapping	#sum	#train	#test	#val	category
352	poster	11	picture	8	Picture	1	wall	0	-	6	6	3	0	picture
353	pot	40	otherprop	7	Objects	26	object	0	-	45	38	0	7	pot
354	price tag	40	otherprop	7	Objects	0	-	0	-	22	22	3	0	object
355	printer	40	otherprop	7	Objects	26	object	0	-	55	42	0	13	printer
356	projector	40	otherprop	7	Objects	0	-	0	-	0	0	3	0	projector
357	puf	39	otherfurniture	6	Furniture	0	-	0	-	61	61	0	0	footstool
358	puppet	40	otherprop	7	Objects	0	-	0	-	2	2	1	0	toy
359	rack	39	otherfurniture	6	Furniture	0	-	0	-	112	101	6	11	rack
360	radiator	39	otherfurniture	6	Furniture	26	object	0	-	165	146	5	19	radiator
361	radio	40	otherprop	7	Objects	0	-	0	-	4	4	0	0	stereo
362	rag	27	towel	7	Objects	0	-	0	-	4	0	0	4	towel
363	rail	38	otherstructure	0	-	0	-	0	-	3	3	0	0	rail
364	railing	38	otherstructure	0	-	0	-	0	-	8	8	0	0	rail
365	ramp	38	otherstructure	0	-	0	-	0	-	7	7	0	0	object
366	recycle bin	40	otherprop	7	Objects	26	object	0	-	19	17	0	2	bin
367	refrigerator	24	refridgerator	6	Furniture	16	fridge	4	appliances	79	73	6	6	refrigerator
368	rocking chair	5	chair	4	Chair	5	chair	1	seating	5	3	0	2	rocking chair
369	roll	40	otherprop	7	Objects	0	-	0	-	48	48	0	0	roll
370	rolled carpet	20	floor mat	7	Objects	2	floor	0	-	11	11	0	0	floor
371	rolling cart	40	otherprop	7	Objects	26	object	0	-	4	4	0	0	cart
372	rolling pin	40	otherprop	7	Objects	0	-	0	-	5	5	0	0	object
373	roof	22	ceiling	3	Ceiling	15	ceiling	0	-	1	1	0	0	roof
374	round table	7	table	10	Table	7	table	2	table / cabinet	11	5	0	6	table
375	rowing machine	40	otherprop	7	Objects	0	-	0	-	4	4	0	0	rowing machine
376	rubbish bin	40	otherprop	7	Objects	26	object	0	-	6	6	0	0	trash bin
377	rug	40	otherprop	7	Objects	0	-	0	-	28	28	0	0	carpet
378	sack	37	bag	7	Objects	0	-	0	-	56	56	4	0	bag
379	salad	40	otherprop	7	Objects	0	-	0	-	3	3	0	0	food
380	salt	40	otherprop	7	Objects	0	-	0	-	12	12	3	0	spice
381	sauce boat	40	otherprop	7	Objects	0	-	0	-	0	0	2	0	dish
382	scale	40	otherprop	7	Objects	0	-	0	-	24	22	1	2	scale
383	scarf	40	otherprop	7	Objects	14	clothes	0	-	2	2	0	0	scarf
384	screen	40	otherprop	7	Objects	0	-	0	-	7	2	0	5	screen
385	seat	39	otherfurniture	6	Furniture	5	chair	0	-	3	3	0	0	seat
386	seat pad	18	pillow	7	Objects	13	pillow	0	-	6	6	0	0	seat pad
387	sewing machine	40	otherprop	7	Objects	26	object	0	-	6	6	0	0	sewing machine
388	shades	38	otherstructure	0	-	0	-	0	-	32	32	0	0	shades
389	shampoo	40	otherprop	7	Objects	0	-	0	-	8	8	0	0	shampoo
390	sheets	40	otherprop	7	Objects	0	-	0	-	4	4	0	0	sheets
391	shelf	15	shelves	6	Furniture	11	shelf	2	table / cabinet	1423	1278	145	145	shelf
392	shelf clutter	40	otherprop	7	Objects	11	shelf	0	-	2	2	0	0	shelf
393	shelf of caps	15	shelves	6	Furniture	11	shelf	0	-	3	3	0	0	shelf
394	shelf unit	15	shelves	6	Furniture	11	shelf	0	-	15	15	0	0	shelf
395	shelves	15	shelves	6	Furniture	11	shelf	0	-	21	21	9	0	shelf
396	shirt	40	otherprop	7	Objects	14	clothes	0	-	3	3	0	0	cloth
397	shoe	40	otherprop	7	Objects	0	-	6	items	9	5	0	4	shoe
398	shoe box	29	box	7	Objects	20	box	0	-	2	2	0	0	shoe box
399	shoe commode	17	dresser	6	Furniture	3	cabinet	0	-	3	3	0	0	cabinet
400	shoe rack	15	shelves	6	Furniture	11	shelf	0	-	7	4	0	3	rack
401	shoe shelf	15	shelves	6	Furniture	11	shelf	0	-	11	11	0	0	shelf
402	shoes	40	otherprop	7	Objects	0	-	0	-	97	92	23	5	shoe
403	showcase	3	cabinet	6	Furniture	3	cabinet	2	table / cabinet	69	58	15	11	showcase
404	shower	38	otherstructure	0	-	0	-	0	-	49	46	7	3	shower
405	shower curtain	28	shower curtain	7	Objects	12	curtain	0	-	51	44	10	7	curtain
406	shower door	8	door	0	-	8	door	0	-	6	0	0	6	door
407	shower floor	2	floor	5	Floor	2	floor	0	-	11	9	0	2	floor
408	shower gel	40	otherprop	7	Objects	0	-	0	-	3	3	0	0	shampoo
409	shower wall	1	wall	12	Wall	1	wall	0	-	47	25	5	22	wall
410	side table	7	table	10	Table	7	table	2	table / cabinet	84	59	3	25	sidetable
411	sideboard	12	counter	6	Furniture	0	-	0	-	6	6	0	0	sideboard
412	sidecouch	6	sofa	9	Sofa	6	sofa	0	-	8	8	0	0	sidecouch
413	sidetable	7	table	10	Table	7	table	0	-	6	6	0	0	sidetable
414	sign	40	otherprop	7	Objects	0	-	0	-	6	6	0	0	object
415	sink	34	sink	6	Furniture	23	sink	4	appliances	380	320	22	60	sink
416	sink counter	12	counter	6	Furniture	10	counter	0	-	2	2	0	0	sink
417	slanted wall	1	wall	12	Wall	1	wall	0	-	2	2	0	0	wall
418	snowboard	40	otherprop	7	Objects	26	object	0	-	6	6	0	0	board
419	soap	40	otherprop	7	Objects	0	-	0	-	2	2	4	0	soap
420	soap dish	40	otherprop	7	Objects	0	-	0	-	6	3	0	3	soap dish
421	soap dispenser	40	otherprop	7	Objects	0	-	0	-	32	32	0	0	soap dispenser
422	socket	40	otherprop	7	Objects	0	-	0	-	8	7	0	1	socket
423	sofa	6	sofa	9	Sofa	6	sofa	3	bed / sofa	246	210	22	36	sofa
424	sofa chair	5	chair	4	Chair	5	chair	3	bed / sofa	27	23	2	4	sofa chair
425	sofa couch	6	sofa	9	Sofa	6	sofa	0	-	2	2	0	0	sofa
426	speaker	40	otherprop	7	Objects	0	-	0	-	28	28	0	0	speaker
427	spice	40	otherprop	7	Objects	0	-	0	-	0	0	12	0	spice
428	spices	40	otherprop	7	Objects	0	-	0	-	3	3	0	0	spice
429	sponge	40	otherprop	7	Objects	0	-	0	-	3	0	0	3	sponge
430	spots	40	otherprop	7	Objects	0	-	0	-	2	2	0	0	object
431	squeezer	40	otherprop	7	Objects	0	-	0	-	6	6	0	0	squeezer
432	stair	38	otherstructure	0	-	0	-	0	-	16	13	8	3	stair
433	stairs	38	otherstructure	0	-	0	-	0	-	49	48	0	1	stair
434	stand	39	otherfurniture	6	Furniture	7	table	6	items	129	116	13	13	stand
435	star	40	otherprop	7	Objects	0	-	0	-	4	4	0	0	object
436	statue	40	otherprop	7	Objects	0	-	0	-	10	10	0	0	decoration
437	statuette	40	otherprop	7	Objects	0	-	0	-	4	4	0	0	decoration
438	stepladder	39	otherfurniture	6	Furniture	0	-	0	-	2	2	0	0	ladder
439	stereo	40	otherprop	7	Objects	0	-	0	-	1	1	0	0	stereo
440	stereo equipment	40	otherprop	7	Objects	26	object	0	-	5	5	0	0	stereo
441	stick	40	otherprop	7	Objects	0	-	0	-	2	2	0	0	stick
442	stool	40	otherprop	7	Objects	5	chair	1	seating	323	300	8	23	stool
443	storage	40	otherprop	7	Objects	0	-	0	-	2	2	0	0	storage
444	storage bin	40	otherprop	7	Objects	26	object	0	-	6	0	3	6	storage
445	storage box	29	box	7	Objects	20	box	0	-	22	22	0	0	storage
446	storage container	29	box	7	Objects	20	box	6	items	6	2	0	4	storage
447	storage unit	39	otherfurniture	6	Furniture	3	cabinet	0	-	3	3	0	0	storage
448	stove	38	otherstructure	0	-	0	-	0	-	100	83	1	17	stove
449	stroller	40	otherprop	7	Objects	0	-	0	-	3	3	0	0	stroller
450	stuffed animal	40	otherprop	7	Objects	0	-	0	-	31	30	13	1	stuffed animal
451	sugar packs	40	otherprop	7	Objects	0	-	0	-	3	3	0	0	spice
452	suitcase	40	otherprop	7	Objects	0	-	6	items	61	55	2	6	suitcase
453	switch	40	otherprop	7	Objects	0	-	0	-	2	2	0	0	object
454	t-shirt	40	otherprop	7	Objects	14	clothes	0	-	6	6	0	0	cloth
455	table	7	table	10	Table	7	table	2	table / cabinet	855	767	113	88	table
456	table lamp	35	lamp	7	Objects	24	lamp	6	items	39	31	11	8	lamp
457	table soccer	40	otherprop	7	Objects	0	-	0	-	1	1	0	0	table
458	tablet	40	otherprop	7	Objects	0	-	0	-	7	7	2	0	object
459	teapot	40	otherprop	7	Objects	0	-	0	-	2	2	0	0	pot
460	teddy bear	40	otherprop	7	Objects	0	-	0	-	1	1	0	0	toy
461	telephone	40	otherprop	7	Objects	0	-	0	-	57	52	1	5	telephone
462	tennis raquet	40	otherprop	7	Objects	0	-	6	items	4	0	0	4	object
463	tent	40	otherprop	7	Objects	0	-	0	-	2	2	0	0	tent
464	things	40	otherprop	7	Objects	0	-	0	-	4	4	0	0	object
465	tile	40	otherprop	7	Objects	0	-	0	-	0	0	10	0	object
466	tire	40	otherprop	7	Objects	0	-	0	-	4	4	0	0	tire
467	tissue pack	40	otherprop	7	Objects	0	-	0	-	2	2	0	0	object
468	toaster	40	otherprop	7	Objects	26	object	6	items	11	7	0	4	object
469	toilet	33	toilet	6	Furniture	22	toilet	4	appliances	155	128	17	27	toilet
470	toilet brush	40	otherprop	7	Objects	0	-	0	-	50	38	9	12	toilet brush
471	toilet paper	40	otherprop	7	Objects	0	-	0	-	66	54	10	12	toilet paper
472	toilet paper dispenser	40	otherprop	7	Objects	0	-	0	-	23	11	0	12	toilet paper dispenser
473	toilet paper holder	40	otherprop	7	Objects	0	-	0	-	10	10	0	0	toilet paper holder
474	toiletry	40	otherprop	7	Objects	0	-	0	-	13	13	10	0	object
475	tool wall	40	otherprop	7	Objects	1	wall	0	-	4	4	0	0	wall
476	towel	27	towel	7	Objects	18	towel	0	-	339	306	30	33	towel
477	towel basket	40	otherprop	7	Objects	0	-	0	-	6	6	0	0	laundry basket
478	towels	27	towel	7	Objects	18	towel	0	-	5	5	0	0	towel
479	toy	40	otherprop	7	Objects	0	-	0	-	26	26	0	0	toy
480	toy house	40	otherprop	7	Objects	0	-	0	-	4	4	0	0	toy
481	trash bin	40	otherprop	7	Objects	26	object	0	-	0	0	6	0	trash bin
482	trash can	40	otherprop	7	Objects	26	object	6	items	320	287	23	33	trash bin
483	trashcan	39	otherfurniture	6	Furniture	26	object	0	-	9	6	2	3	trash can
484	tray	40	otherprop	7	Objects	0	-	0	-	13	13	0	0	tray
485	treadmill	39	otherfurniture	6	Furniture	0	-	0	-	4	1	0	3	furniture
486	tree	40	otherprop	7	Objects	0	-	0	-	2	2	0	0	plant
487	tree decoration	40	otherprop	7	Objects	0	-	0	-	5	0	0	5	tree decoration
488	tube	40	otherprop	7	Objects	0	-	0	-	33	27	0	6	tube
489	tv	25	television	11	TV	17	tv	4	appliances	211	172	17	39	tv
490	tv stand	39	otherfurniture	6	Furniture	3	cabinet	2	table / cabinet	106	75	15	31	tv stand
491	tv table	7	table	10	Table	7	table	0	-	6	6	0	0	table
492	typewriter	40	otherprop	7	Objects	0	-	0	-	1	1	0	0	object
493	ukulele	40	otherprop	7	Objects	0	-	0	-	2	2	0	0	instrument
494	umbrella	40	otherprop	7	Objects	0	-	0	-	13	13	3	0	umbrella
495	upholstered wall	1	wall	12	Wall	1	wall	0	-	8	8	0	0	wall
496	urinal	40	otherprop	7	Objects	0	-	0	-	2	2	0	0	object
497	utensils	40	otherprop	7	Objects	0	-	0	-	2	0	0	2	object
498	vacuum	40	otherprop	7	Objects	0	-	0	-	6	6	2	0	vacuum cleaner
499	vacuum cleaner	40	otherprop	7	Objects	26	object	0	-	28	28	2	0	vacuum cleaner
500	vase	40	otherprop	7	Objects	0	-	0	-	104	60	13	44	vase
501	ventilation	38	otherstructure	0	-	26	object	0	-	9	9	2	0	object
502	ventilator	40	otherprop	7	Objects	0	-	0	-	9	1	0	8	object
503	wall	1	wall	12	Wall	1	wall	0	-	5707	5052	605	655	wall
504	wall /other room	1	wall	12	Wall	1	wall	0	-	28	22	0	6	wall
505	wall frame	11	picture	8	Picture	1	wall	0	-	54	54	13	0	wall
506	wall plants	40	otherprop	7	Objects	19	plant	0	-	2	2	0	0	plant
507	wall rack	15	shelves	6	Furniture	11	shelf	0	-	3	3	0	0	rack
508	wardrobe	39	otherfurniture	6	Furniture	3	cabinet	2	table / cabinet	250	236	47	14	wardrobe
509	wardrobe door	8	door	0	-	8	door	0	-	7	7	0	0	door
510	washbasin	34	sink	6	Furniture	23	sink	0	-	3	3	0	0	washbasin
511	washing basket	40	otherprop	7	Objects	26	object	0	-	21	21	0	0	laundry basket
512	washing machine	40	otherprop	7	Objects	0	-	0	-	89	74	0	15	washing machine
513	washing powder	40	otherprop	7	Objects	26	object	0	-	8	7	0	1	washing powder
514	water	40	otherprop	7	Objects	0	-	0	-	5	5	0	0	water
515	water heater	40	otherprop	7	Objects	0	-	0	-	9	9	0	0	water heater
516	watering can	40	otherprop	7	Objects	0	-	0	-	4	4	0	0	watering can
517	weights	40	otherprop	7	Objects	0	-	0	-	1	1	0	0	weights
518	weigths	40	otherprop	7	Objects	0	-	0	-	3	3	0	0	object
519	whiteboard	30	whiteboard	7	Objects	1	wall	0	-	52	52	19	0	board
520	window	9	window	13	Window	9	window	7	structure	867	781	97	86	window
521	window board	38	otherstructure	0	-	9	window	0	-	4	4	0	0	window
522	window clutter	40	otherprop	7	Objects	9	window	0	-	4	4	0	0	window
523	window frame	38	otherstructure	0	-	9	window	0	-	53	53	7	0	window
524	windows	9	window	13	Window	9	window	0	-	1	0	0	1	window
525	windowsill	38	otherstructure	0	-	9	window	0	-	246	229	28	17	window
526	wood	40	otherprop	7	Objects	0	-	0	-	8	0	3	8	object
527	wood box	29	box	7	Objects	20	box	0	-	2	2	0	0	box
528	xbox	40	otherprop	7	Objects	0	-	0	-	2	2	0	0	object
